evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
LALPATHLAB-CURATED-BUSINESS,ind_nifty500,LALPATHLAB,Dr. Lal Path Labs Ltd.,business_model,"Dr. Lal Path Labs Ltd. is an NSE-listed company classified by NSE as Healthcare / Healthcare / Healthcare Services / Healthcare Service Provider. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LALPATHLAB annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26497_LALPATHLAB_2024_2025_A_04062025100945.pdf,business review / management discussion / NSE secInfo,,0.68
LALPATHLAB-CURATED-DEPENDENCIES,ind_nifty500,LALPATHLAB,Dr. Lal Path Labs Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LALPATHLAB official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26497_LALPATHLAB_2024_2025_A_04062025100945.pdf,source inventory / risk factors / value-chain mapping,,0.62
LATENTVIEW-NSE-CLASSIFICATION,ind_nifty500,LATENTVIEW,Latent View Analytics Ltd.,industry_classification,"NSE classifies LATENTVIEW as macro=Information Technology, sector=Information Technology, industry=IT - Software, basicIndustry=Computers - Software & Consulting.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LATENTVIEW,secInfo,,0.9
LATENTVIEW-NSE-FINANCIALS,ind_nifty500,LATENTVIEW,Latent View Analytics Ltd.,financial_results,NSE returned 5 recent financial-result records for LATENTVIEW.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LATENTVIEW&marketApiType=equities&noOfRecords=5,financial results,,0.9
LATENTVIEW-ANNUAL-REPORT,ind_nifty500,LATENTVIEW,Latent View Analytics Ltd.,annual_report,Latest annual report discovered for LATENTVIEW: FY 2024-2025.,LATENTVIEW annual report,annual_report,27-JUN-2025 21:21:10,https://nsearchives.nseindia.com/annual_reports/AR_26631_LATENTVIEW_2024_2025_U_27062025212108.pdf,NSE annual report listing,,0.9
LATENTVIEW-CURATED-BUSINESS,ind_nifty500,LATENTVIEW,Latent View Analytics Ltd.,business_model,"Latent View Analytics Limited is an NSE-listed company classified by NSE as Information Technology / Information Technology / IT - Software / Computers - Software & Consulting. The profile maps the company into a downstream_technology_service_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LATENTVIEW annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26631_LATENTVIEW_2024_2025_U_27062025212108.pdf,business review / management discussion / NSE secInfo,,0.68
LATENTVIEW-CURATED-DEPENDENCIES,ind_nifty500,LATENTVIEW,Latent View Analytics Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LATENTVIEW official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26631_LATENTVIEW_2024_2025_U_27062025212108.pdf,source inventory / risk factors / value-chain mapping,,0.62
LAURUSLABS-NSE-CLASSIFICATION,ind_nifty500,LAURUSLABS,Laurus Labs Ltd.,industry_classification,"NSE classifies LAURUSLABS as macro=Healthcare, sector=Healthcare, industry=Pharmaceuticals & Biotechnology, basicIndustry=Pharmaceuticals.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LAURUSLABS,secInfo,,0.9
LAURUSLABS-NSE-FINANCIALS,ind_nifty500,LAURUSLABS,Laurus Labs Ltd.,financial_results,NSE returned 5 recent financial-result records for LAURUSLABS.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LAURUSLABS&marketApiType=equities&noOfRecords=5,financial results,,0.9
LAURUSLABS-ANNUAL-REPORT,ind_nifty500,LAURUSLABS,Laurus Labs Ltd.,annual_report,Latest annual report discovered for LAURUSLABS: FY 2025-2026.,LAURUSLABS annual report,annual_report,08-JUN-2026 16:08:07,https://nsearchives.nseindia.com/annual_reports/AR_29364_LAURUSLABS_2025_2026_A_19085196_08062026160805.pdf,NSE annual report listing,,0.9
LAURUSLABS-CURATED-BUSINESS,ind_nifty500,LAURUSLABS,Laurus Labs Ltd.,business_model,"Laurus Labs Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Pharmaceuticals & Biotechnology / Pharmaceuticals. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LAURUSLABS annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29364_LAURUSLABS_2025_2026_A_19085196_08062026160805.pdf,business review / management discussion / NSE secInfo,,0.68
LAURUSLABS-CURATED-DEPENDENCIES,ind_nifty500,LAURUSLABS,Laurus Labs Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LAURUSLABS official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_29364_LAURUSLABS_2025_2026_A_19085196_08062026160805.pdf,source inventory / risk factors / value-chain mapping,,0.62
LEMONTREE-NSE-CLASSIFICATION,ind_nifty500,LEMONTREE,Lemon Tree Hotels Ltd.,industry_classification,"NSE classifies LEMONTREE as macro=Consumer Discretionary, sector=Consumer Services, industry=Leisure Services, basicIndustry=Hotels & Resorts.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LEMONTREE,secInfo,,0.9
LEMONTREE-NSE-FINANCIALS,ind_nifty500,LEMONTREE,Lemon Tree Hotels Ltd.,financial_results,NSE returned 5 recent financial-result records for LEMONTREE.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LEMONTREE&marketApiType=equities&noOfRecords=5,financial results,,0.9
LEMONTREE-ANNUAL-REPORT,ind_nifty500,LEMONTREE,Lemon Tree Hotels Ltd.,annual_report,Latest annual report discovered for LEMONTREE: FY 2024-2025.,LEMONTREE annual report,annual_report,03-SEP-2025 21:27:28,https://nsearchives.nseindia.com/annual_reports/AR_28370_LEMONTREE_2024_2025_A_14010413_03092025212726.pdf,NSE annual report listing,,0.9
LEMONTREE-CURATED-BUSINESS,ind_nifty500,LEMONTREE,Lemon Tree Hotels Ltd.,business_model,"Lemon Tree Hotels Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Services / Leisure Services / Hotels & Resorts. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LEMONTREE annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_28370_LEMONTREE_2024_2025_A_14010413_03092025212726.pdf,business review / management discussion / NSE secInfo,,0.68
LEMONTREE-CURATED-DEPENDENCIES,ind_nifty500,LEMONTREE,Lemon Tree Hotels Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LEMONTREE official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_28370_LEMONTREE_2024_2025_A_14010413_03092025212726.pdf,source inventory / risk factors / value-chain mapping,,0.62
LENSKART-NSE-CLASSIFICATION,ind_nifty500,LENSKART,Lenskart Solutions Ltd.,industry_classification,"NSE classifies LENSKART as macro=Consumer Discretionary, sector=Consumer Services, industry=Retailing, basicIndustry=Speciality Retail.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LENSKART,secInfo,,0.9
LENSKART-NSE-FINANCIALS,ind_nifty500,LENSKART,Lenskart Solutions Ltd.,financial_results,NSE returned 0 recent financial-result records for LENSKART.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LENSKART&marketApiType=equities&noOfRecords=5,financial results,,0.25
LENSKART-CURATED-BUSINESS,ind_nifty500,LENSKART,Lenskart Solutions Ltd.,business_model,"Lenskart Solutions Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Services / Retailing / Speciality Retail. The profile maps the company into a midstream_chemical_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LENSKART annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LENSKART,business review / management discussion / NSE secInfo,,0.55
LENSKART-CURATED-DEPENDENCIES,ind_nifty500,LENSKART,Lenskart Solutions Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LENSKART official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LENSKART,source inventory / risk factors / value-chain mapping,,0.62
LGEINDIA-NSE-CLASSIFICATION,ind_nifty500,LGEINDIA,LG Electronics India Ltd.,industry_classification,"NSE classifies LGEINDIA as macro=Consumer Discretionary, sector=Consumer Durables, industry=Consumer Durables, basicIndustry=Household Appliances.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LGEINDIA,secInfo,,0.9
LGEINDIA-NSE-FINANCIALS,ind_nifty500,LGEINDIA,LG Electronics India Ltd.,financial_results,NSE returned 0 recent financial-result records for LGEINDIA.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LGEINDIA&marketApiType=equities&noOfRecords=5,financial results,,0.25
LGEINDIA-CURATED-BUSINESS,ind_nifty500,LGEINDIA,LG Electronics India Ltd.,business_model,"LG Electronics India Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Consumer Durables / Consumer Durables / Household Appliances. The profile maps the company into a downstream_branded_consumer_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LGEINDIA annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LGEINDIA,business review / management discussion / NSE secInfo,,0.55
LGEINDIA-CURATED-DEPENDENCIES,ind_nifty500,LGEINDIA,LG Electronics India Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LGEINDIA official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LGEINDIA,source inventory / risk factors / value-chain mapping,,0.62
LICHSGFIN-NSE-CLASSIFICATION,ind_nifty500,LICHSGFIN,LIC Housing Finance Ltd.,industry_classification,"NSE classifies LICHSGFIN as macro=Financial Services, sector=Financial Services, industry=Finance, basicIndustry=Housing Finance Company.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LICHSGFIN,secInfo,,0.9
LICHSGFIN-NSE-FINANCIALS,ind_nifty500,LICHSGFIN,LIC Housing Finance Ltd.,financial_results,NSE returned 5 recent financial-result records for LICHSGFIN.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=LICHSGFIN&marketApiType=equities&noOfRecords=5,financial results,,0.9
LICHSGFIN-ANNUAL-REPORT,ind_nifty500,LICHSGFIN,LIC Housing Finance Ltd.,annual_report,Latest annual report discovered for LICHSGFIN: FY 2024-2025.,LICHSGFIN annual report,annual_report,05-AUG-2025 18:24:20,https://nsearchives.nseindia.com/annual_reports/AR_27286_LICHSGFIN_2024_2025_A_05082025182418.pdf,NSE annual report listing,,0.9
LICHSGFIN-CURATED-BUSINESS,ind_nifty500,LICHSGFIN,LIC Housing Finance Ltd.,business_model,"LIC Housing Finance Limited is an NSE-listed company classified by NSE as Financial Services / Financial Services / Finance / Housing Finance Company. The profile maps the company into a midstream_or_downstream_operating_company value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","LICHSGFIN annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27286_LICHSGFIN_2024_2025_A_05082025182418.pdf,business review / management discussion / NSE secInfo,,0.68
LICHSGFIN-CURATED-DEPENDENCIES,ind_nifty500,LICHSGFIN,LIC Housing Finance Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",LICHSGFIN official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_27286_LICHSGFIN_2024_2025_A_05082025182418.pdf,source inventory / risk factors / value-chain mapping,,0.62
LICI-NSE-CLASSIFICATION,ind_nifty500,LICI,Life Insurance Corporation of India,industry_classification,"NSE classifies LICI as macro=Financial Services, sector=Financial Services, industry=Insurance, basicIndustry=Life Insurance.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=LICI,secInfo,,0.9
